1,2,3,4,5,6,7,8,target
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21205892
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42357812
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,33.68779736
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56,38.32797084
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.908319812
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.827710952
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.483912255999998
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14008364399999
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9035533120000006
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,34.67374804
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.65502232
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73462172
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.721921436
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14,21.50475644
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.83974188
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,50.93848688
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.925226932
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.565020596
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.215586252
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.082437432
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100,44.27814872
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.732333556
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.62704352
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.813781648
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,55.25460664
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91154728
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,53.77223324
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.307926
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76377968
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28,57.915984
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.526310044
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61287436
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.681082448
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.81242264
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.30364936
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23236356
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.17966352
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26473884
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.923778
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.41734292
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,30.21973308
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.00065956
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.7529678
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94408264
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05192064
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.732763232
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.029847436
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.6472082
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28,31.11605188
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28,31.64005364
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3,22.50449664
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.93522932
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,33.00521612
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,31.97100212
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.21823428799999
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.561653168
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.066249704
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.39795764
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28,30.2335226
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.768036376000005
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.540929
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56,39.64487
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56,53.72396992
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36270444
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3,25.60910856945864
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.935499092
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28,41.40992856
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.1269836
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.98740975999999
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56,66.82401392
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.664035368
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14,42.21661548
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.281965768
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.147687824
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.76507868
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.679084
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.226508
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.726068263999995
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.573354316
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.503987012
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.315540328
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.131120456
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.56836808
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.6495464
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.91714304
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.856968808
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88455782
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.902344236
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.619079644
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.620648416
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.43554904
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,44.42293868
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.437857324
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91428524
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.8085755
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.893960656
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.287661424
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14,25.3727168
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28,51.3314882
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.863763672
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71367764
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56,65.69721314581203
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.7153764
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.569637164
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.48329276
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,42.29245784
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.6806428
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.698299404
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100,48.97348028
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.296075096
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.0621928
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.86585204399999
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.598914964
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3,7.398077479999999
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.79851328
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53207568
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.83518532
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87173752
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,56.7438748
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.744174488
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.559564796
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28,21.96670536
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.97841648
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14,31.35047372
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.48758952
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,35.75425543054136
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.0297974
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.964187312
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.231713972
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14492992
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,29.7508894
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.723510152
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.009542796
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.489328168
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.446370892
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.17614616
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53292506
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.251958604
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.60376124
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.57526284
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,25.02108404
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.236210524
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.41668336
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.49916068
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.416073836
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.889404096
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84000168
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.7182342
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.64760796
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14,29.93015316
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.58541516
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.763899519999995
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28,24.24197616
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.3403214
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3,15.52010476
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.8550902
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,41.36856
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.12632404
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.58737372
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2032056
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.074243672
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.23748958
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.8903434
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,28.99936056
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,56.06129356
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.923778
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35014394
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.759063216
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.427515184
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.53519328
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52272288
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.89607912
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93419012
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.392211948
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56,59.59042571527068
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.57917996
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14,26.31040416
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.12632404
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.98920824
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.377003588
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.742445812
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.0603742
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.245413568000004
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56,61.85584685418796
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.526869708
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.2985732
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.79941252
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28,62.93536928
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.65776027999999
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.460969728
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.347985588
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.10408096
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3,13.39553371527068
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.868340176
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28,55.45455468
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21271848
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.63809508
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.786922
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.179323768
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.447769788
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.870858224
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28,39.94134468
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3,23.80071152
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3,15.36152528
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.089791784
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.335934716
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28,29.65436276
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.593958644
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.27814872
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7,45.89841732
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.374375495999999
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.0431373
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.85834776
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.966865264
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01145132
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.714497104
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.507014687999999
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.98920824
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.934619796
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11423328
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.16965116
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56,51.03501352
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.60506024
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.407950056
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.75674496
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.94602108
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14,38.60376124
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42345828
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.82725136
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100,43.0577762
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.6469484
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,33.27411176
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36256448
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.404692496
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.98818916
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.20308576
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93197176
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7,39.004642284729314
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,38.76923548
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100,49.99390476
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3,14.39625888
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74347504
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04124872
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3,14.94094492
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.9569528
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69143456
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89334116
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.67556664
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.306517132
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54026944
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.0178466
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13387836
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.363393916
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.839342119999999
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,46.2293658
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.141962252
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,38.610656
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.79615496
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.284354004
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.021224
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.49708228
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.62730332
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.358047984
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.684340008
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01296026
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.843728804
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86420332
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54026944
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.74503384
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3,20.72564856
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56,74.3649114581204
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3,9.84965714581204
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.524711356
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,17.36790044
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.046164976
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,25.11662571527068
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.94882902
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,38.99676256
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56,31.715896
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.200357771999997
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7,37.92118
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25394708
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14,24.28334472
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.57833058
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28,47.401475
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.0621928
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,41.1617172
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14,32.90179472
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.765208492
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28,44.02993736
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25082948
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.8151606
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28,27.77209328
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.229026048
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.49592324
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14,24.91766264
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7,24.13166
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.32952964
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.859916532
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28,55.55108132
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56,32.8535314
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3,35.36322404
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14,33.35684888
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38286912
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100,40.14818748
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,39.2311844
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.917063088
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.340841
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22221124
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.46598588
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.216895224
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.00065956
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.629981272
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52062436
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100,42.919881
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.2293658
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05140104
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24315532
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87043852
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39366088
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.091250688
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.654902304
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.699338604
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55108132
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.899986092
